HoyaItemType,CMPNYCD,RCVNO,SALMANCD,RCVDATE,RCVTIME,SUBTRNCD,ORDTYPE,ORDERRT,MODE,SPMODE,OPERATOR,STCKPNT,REFNO,ORGRCVNO,ORGSLIPNO,REASONNO,WASTE,FORM_TYPE,MAIL,SOLD_TO_COMPANY_CODE,RCVNO,SALCSTMCD,SALBRCHCD,SHPBRCHCD,SHPCSTMCD,LABOCD,TOTDETLINE
ST,AA30,13873806,10,20230602,0,,ST,1,"    ",,"B4G323      ",01,"        ",,,,0,1,"    ",AA30,13873806,016058,01,01,016058,01,2
ST,AA30,13873807,10,20230602,0,,ST,1,"    ",,"B4G323      ",01,"        ",,,,0,1,"    ",AA30,13873807,016058,01,01,016058,01,2
