HoyaItemType,CMPNYCD,RCVNO,SALMANCD,RCVDATE,RCVTIME,SUBTRNCD,ORDTYPE,ORDERRT,MODE,SPMODE,OPERATOR,STCKPNT,REFNO,ORGRCVNO,ORGSLIPNO,REASONNO,WASTE,FORM_TYPE,MAIL,SOLD_TO_COMPANY_CODE,RCVNO,SALCSTMCD,SALBRCHCD,SHPBRCHCD,SHPCSTMCD,LABOCD,TOTDETLINE
ST,AA30,13873880,35,20230602,0,,ST,1,"    ",,"B4G354      ",02,"        ",,,,0,1,"    ",AA30,13873880,011025,02,02,011025,02,2
ST,AA30,13873882,16,20230602,0,,ST,1,"    ",,"B4G323      ",01,"        ",,,,0,1,"    ",AA30,13873882,015074,05,05,015074,01,2
