HoyaItemType,CMPNYCD,RCVNO,SALMANCD,RCVDATE,RCVTIME,SUBTRNCD,ORDTYPE,ORDERRT,MODE,SPMODE,OPERATOR,STCKPNT,REFNO,ORGRCVNO,ORGSLIPNO,REASONNO,WASTE,FORM_TYPE,MAIL,SOLD_TO_COMPANY_CODE,RCVNO,SALCSTMCD,SALBRCHCD,SHPBRCHCD,SHPCSTMCD,LABOCD,TOTDETLINE
ST,AA30,13873939,35,20230602,0,,ST,1,"    ",,"B4G470      ",01,"        ",,,,0,1,"    ",AA30,13873939,010312,02,02,010312,01,2
ST,AA30,30092106,14,20230602,0,,ST,2,"    ",,"TH092       ",02,"        ",,,,0,2,"    ",AA30,30092106,011092,02,02,011092,02,2
