HoyaItemType,CMPNYCD,RCVNO,SALMANCD,RCVDATE,RCVTIME,SUBTRNCD,ORDTYPE,ORDERRT,MODE,SPMODE,OPERATOR,STCKPNT,REFNO,ORGRCVNO,ORGSLIPNO,REASONNO,WASTE,FORM_TYPE,MAIL,SOLD_TO_COMPANY_CODE,RCVNO,SALCSTMCD,SALBRCHCD,SHPBRCHCD,SHPCSTMCD,LABOCD,TOTDETLINE
ST,AA30,13873954,53,20230602,0,,ST,1,"    ",,"B3S035      ",04,"        ",,,,0,1,"    ",AA30,13873954,030194,04,04,030194,04,2
ST,AA30,30092107,14,20230602,0,,ST,2,"    ",,"TG210       ",02,"        ",,,,0,2,"    ",AA30,30092107,010210,02,02,010210,02,2
