HoyaItemType,CMPNYCD,RCVNO,SALMANCD,RCVDATE,RCVTIME,SUBTRNCD,ORDTYPE,ORDERRT,MODE,SPMODE,OPERATOR,STCKPNT,REFNO,ORGRCVNO,ORGSLIPNO,REASONNO,WASTE,FORM_TYPE,MAIL,SOLD_TO_COMPANY_CODE,RCVNO,SALCSTMCD,SALBRCHCD,SHPBRCHCD,SHPCSTMCD,LABOCD,TOTDETLINE
ST,AA30,13873673,31,20230602,0,,ST,1,"    ",,"B4G470      ",01,"        ",,,,0,1,"    ",AA30,13873673,021031,03,03,021031,01,2
ST,AA30,13873676,56,20230602,0,,ST,1,"    ",,"B4G495      ",04,"        ",,,,0,1,"    ",AA30,13873676,031247,04,04,031247,04,2
